"id","upstreamId","queryId","schedulingThreadId","schedulingTime(us)","executionThreadId","startTime(us)","stopTime(us)","pipeline"
315628852488446,315628626821163,1,1,8229976,36,8230319,8579820,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315629202440295,315628852488446,1,1,8579928,36,8580049,8830134,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315629452698333,315629202440295,1,1,8830186,36,8830257,9035164,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315629657726413,315629452698333,1,1,9035214,36,9035286,9249165,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315629871740396,315629657726413,1,1,9249228,36,9249294,9471707,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315630094281668,315629871740396,1,1,9471769,36,9471839,9674929,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315630297497326,315630094281668,1,1,9674985,36,9675029,9933833,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315630556473509,315630297497326,1,1,9933961,36,9934080,10118201,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315630740763289,315630556473509,1,1,10118251,36,10118318,10344707,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315630967275393,315630740763289,1,1,10344763,36,10344876,10554105,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315631176664239,315630967275393,1,1,10554152,36,10554239,10757565,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315631380130447,315631176664239,1,1,10757618,36,10757654,10965389,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315631587952758,315631380130447,1,1,10965440,36,10965511,11123715,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315631746287674,315631587952758,1,1,11123775,36,11123859,11251936,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315631874525855,315631746327664,1,1,11252013,36,11252052,11287483,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315632034532309,315631874525855,1,1,11412020,36,11412059,11457427,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315632194459467,315632034532309,1,1,11571947,36,11571984,11617658,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315632321602892,315632194459467,1,1,11699090,36,11699132,11744894,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315632499958968,315632321602892,1,1,11877446,36,11877475,11914736,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315632690169138,315632499958968,1,1,12067657,36,12067696,12095984,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315632951164393,315632690128688,1,1,12328652,36,12328716,12468693,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315633091252278,315632951164393,1,1,12468740,36,12468797,12638181,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315633260743339,315633091252278,1,1,12638231,36,12638298,12865516,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315633488095322,315633260743339,1,1,12865583,36,12865741,13014642,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315633637208053,315633488095322,1,1,13014696,36,13014769,13109331,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315633731877291,315633637208053,1,1,13109365,36,13109427,13265869,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315633888427712,315633731877291,1,1,13265915,36,13265982,13473430,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634095990509,315633888427712,1,1,13473478,36,13473511,13596206,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634218757573,315634095990509,1,1,13596245,36,13596324,13728044,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634350607543,315634218757573,1,1,13728095,36,13728161,13864916,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634487542374,315634350607543,1,1,13865030,36,13865123,13995735,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634618290785,315634487542374,1,1,13995778,36,13995846,14084501,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634707062983,315634618290785,1,1,14084550,36,14084609,14202905,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634825464671,315634707062983,1,1,14202952,36,14203010,14327769,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315634950330687,315634825464671,1,1,14327818,36,14327879,14409705,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635032276450,315634950330687,1,1,14409764,36,14409855,14520886,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635143491523,315635032276450,1,1,14520979,36,14521048,14605541,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635228110691,315635143491523,1,1,14605598,36,14605670,14683049,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635305609559,315635228110691,1,1,14683097,36,14683154,14752578,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635375140345,315635305609559,1,1,14752628,36,14752685,14791659,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635414255661,315635375169997,1,1,14791743,36,14791778,14819532,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635502026226,315635414255661,1,1,14879514,36,14879555,14906734,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635545072305,315635501959527,1,1,14922560,36,14922625,14983298,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635605869627,315635545072305,1,1,14983357,36,14983410,15044070,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635666653452,315635605869627,1,1,15044141,36,15044176,15152943,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635775505024,315635666653452,1,1,15152993,36,15153066,15231445,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635854007502,315635775505024,1,1,15231495,36,15231588,15279168,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635901756031,315635854064265,1,1,15279244,36,15279347,15325011,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315635973650059,315635901756031,1,1,15351138,36,15351176,15401383,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636023934429,315635973650059,1,1,15401422,36,15401476,15441078,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636110067665,315636023934429,1,1,15487555,36,15487580,15520462,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636217272803,315636110067665,1,1,15594760,36,15594830,15625110,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636327935237,315636217272803,1,1,15705423,36,15705459,15724289,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636409043047,315636327935237,1,1,15786531,36,15786563,15809455,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636511034295,315636409043047,1,1,15888522,36,15888556,15911621,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636539338094,315636511034295,1,1,15916826,36,15916859,15935151,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636606983031,315636539338094,1,1,15984471,36,15984502,16005782,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636628770293,315636606983031,1,1,16006258,36,16006296,16028645,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636668226121,315636628770293,1,1,16045714,36,16045770,16070701,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636717926696,315636668226121,1,1,16095414,36,16095454,16114579,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636751359830,315636717896571,1,1,16128847,36,16128913,16142874,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
315636765442524,315636751359830,1,1,16142930,36,16142987,16146220,"StreamingPipeline(ExpandAllOperator,FilterOperator,ProjectOperator,ProduceResultOperator)"
